,timestamp,tSide_copTem01,eSide_copTem01,eSide_copTem02,eSide_copTem03,eSide_copTem04,tSide_outWin01,tSide_outWin02,eSide_outWin01,eSide_outWin02,AB_Vol,BC_Vol,AC_Vol,pwrNeg,freq,hydPres,pwrPos01,pwrPos02,pwrPos03
95,2022-01-18 01:54:00,74.1308,52.3204,64.4059,56.5485,52.3204,37.9751,39.3016,38.8594,37.0911,27.0656,27.0433,27.0779,27.1026,50.0386,0.459433,656.071,655.0,655.428
96,2022-01-18 01:54:10,74.1308,52.1694,64.4059,56.5485,52.4714,37.9751,39.3648,38.8594,37.0911,27.0681,27.0829,27.073,28.1729,50.0493,0.460196,656.82,653.823,655.214
97,2022-01-18 01:54:30,74.2821,52.3204,64.4059,56.5485,52.3204,38.354,39.8071,39.2384,37.533,27.1126,27.0137,27.0656,29.0293,50.0569,0.460501,656.392,654.358,653.502
98,2022-01-18 01:55:00,74.2821,52.4714,64.5571,56.5485,52.4714,38.4804,39.7439,39.4279,37.7225,27.0928,27.0211,27.0557,30.3139,50.0317,0.460501,656.178,653.502,655.535
99,2022-01-18 01:55:10,74.1308,52.3204,64.4059,56.5485,52.4714,37.9751,39.3648,38.9225,37.1542,27.1076,27.0755,27.0631,31.17,50.0233,0.459662,656.713,654.786,655.107
100,2022-01-18 01:55:40,74.1308,52.3204,64.4059,56.5485,52.3204,37.8488,39.1752,38.733,36.9648,27.1101,27.0161,27.0557,30.0997,50.0241,0.460501,655.535,654.144,655.749
101,2022-01-18 01:55:50,74.1308,52.3204,64.4059,56.5485,52.4714,37.9119,39.3648,38.8594,37.0911,27.0557,26.9964,27.0681,28.6012,50.0096,0.460654,658.211,653.93,655.214
102,2022-01-18 01:56:20,74.1308,52.3204,64.5571,56.3975,52.3204,38.2909,39.8071,39.3648,37.5962,27.0878,27.0161,27.0285,32.0264,50.0264,0.461035,657.141,654.465,655.107
103,2022-01-18 01:56:30,74.2821,52.3204,64.5571,56.5485,52.4714,38.2277,39.5543,39.1752,37.4699,27.0285,27.0137,27.0161,22.6069,49.9638,0.459891,655.964,653.823,654.465
104,2022-01-18 01:56:50,74.2821,52.3204,64.5571,56.6995,52.4714,37.9751,39.3016,38.8594,37.0911,27.0582,26.9939,27.0582,21.7506,49.9669,0.461035,657.141,655.749,655.964
105,2022-01-18 01:57:10,74.2821,52.3204,64.5571,56.6995,52.4714,37.8488,39.2384,38.7962,37.0279,27.0606,26.9717,27.0285,20.8943,49.9692,0.46073,658.425,655.0,655.428
106,2022-01-18 01:57:30,74.2821,52.3204,64.5571,56.6995,52.4714,38.2277,39.6175,39.112,37.2805,27.0409,26.9964,27.0285,24.1055,49.9921,0.460272,657.783,653.716,656.82
107,2022-01-18 01:57:50,74.5846,52.3204,64.5571,56.6995,52.4714,38.354,39.6807,39.3648,37.7225,27.0483,26.984,27.0186,19.1816,50.0035,0.460577,655.964,653.073,654.144
108,2022-01-18 01:58:10,74.2821,52.3204,64.5571,56.6995,52.4714,37.9119,39.2384,38.733,37.0911,27.0508,27.0038,27.031,23.8914,49.9928,0.460196,655.964,654.251,653.93
109,2022-01-18 01:58:30,74.2821,52.1694,64.5571,56.6995,52.4714,37.6593,39.112,38.6067,36.8385,27.073,27.0137,27.0384,23.2492,50.0241,0.459662,657.034,654.679,656.606
110,2022-01-18 01:58:50,74.2821,52.1694,64.5571,56.6995,52.4714,37.8488,39.3016,38.733,36.9648,27.0384,26.9692,27.0161,23.035,50.0661,0.460043,656.499,654.679,656.713
111,2022-01-18 01:59:10,74.4333,52.3204,64.5571,56.6995,52.4714,38.2909,39.7439,39.1752,37.4699,27.0532,26.9865,27.026,25.6041,50.0241,0.461035,656.178,654.358,654.893
112,2022-01-18 01:59:30,74.4333,52.3204,64.5571,56.5485,52.4714,38.2909,39.6175,39.3016,37.4699,27.0854,26.9815,27.0508,22.8209,50.0218,0.460654,656.713,653.716,654.465
113,2022-01-18 01:59:50,74.2821,52.3204,64.5571,56.6995,52.4714,37.7856,39.1752,38.733,37.0279,27.026,26.9593,27.0186,18.1113,50.0317,0.460501,656.392,653.073,653.716
114,2022-01-18 02:00:10,74.2821,52.3204,64.5571,56.6995,52.4714,37.7856,39.1752,38.6698,36.9648,27.0335,26.9642,26.9815,20.8943,50.0546,0.461035,655.964,654.786,655.214
115,2022-01-18 02:00:40,74.4333,52.3204,64.5571,56.6995,52.4714,38.1646,39.6175,39.0489,37.4699,26.984,26.9593,27.0161,21.5365,50.005,0.459891,657.355,653.288,654.144
116,2022-01-18 02:00:50,74.5846,52.4714,64.5571,56.5485,52.4714,38.5435,39.9334,39.4911,37.8488,27.0013,26.9593,27.0013,22.3928,50.034,0.460501,656.82,652.003,655.214
117,2022-01-18 02:01:20,74.4333,52.3204,64.5571,56.6995,52.4714,38.0382,39.3648,38.9857,37.1542,26.989,26.9692,27.0112,21.3224,50.0325,0.459509,656.499,654.679,654.572
118,2022-01-18 02:01:40,74.2821,52.3204,64.5571,56.6995,52.4714,37.7856,39.112,38.6698,36.9016,27.0285,26.9791,27.0137,21.5365,50.034,0.460196,659.068,657.355,657.462
119,2022-01-18 02:01:50,74.2821,52.1694,64.5571,56.6995,52.4714,37.7225,39.1752,38.6698,36.9016,27.0508,26.9667,27.0063,23.035,50.0043,0.461035,656.392,652.752,655.642
120,2022-01-18 02:02:20,74.4333,52.3204,64.5571,56.6995,52.4714,38.1014,39.4279,38.9857,37.2805,26.9741,26.9642,26.989,20.8943,50.0043,0.460501,656.82,654.465,655.428
121,2022-01-18 02:02:30,74.4333,52.3204,64.5571,56.6995,52.4714,38.2909,39.6175,39.2384,37.6593,27.0359,26.9445,27.0161,19.6098,50.0256,0.460654,656.071,654.037,654.786
122,2022-01-18 02:02:50,74.2821,52.3204,64.5571,56.6995,52.4714,37.9119,39.2384,38.7962,36.9648,27.0359,26.9642,26.9791,21.3224,50.06,0.459891,655.964,655.749,656.178
123,2022-01-18 02:03:20,74.2821,52.3204,64.4059,56.6995,52.4714,37.7856,39.2384,38.733,36.9648,27.0186,26.9544,26.9939,19.1816,50.0378,0.459967,657.569,654.679,655.107
124,2022-01-18 02:03:30,74.2821,52.3204,64.5571,56.6995,52.4714,38.1014,39.5543,39.112,37.3436,27.0038,26.9667,26.9914,19.6098,50.0294,0.460959,657.248,653.502,655.0
125,2022-01-18 02:03:50,74.5846,52.3204,64.5571,56.5485,52.4714,38.4804,39.9334,39.4279,37.7856,27.031,26.9222,27.0211,17.8971,50.0226,0.46073,655.321,654.358,655.214
126,2022-01-18 02:04:10,74.5846,52.3204,64.5571,56.6995,52.4714,38.1646,39.4279,39.112,37.4067,27.026,26.9618,26.9766,21.3224,50.0356,0.460272,657.355,654.144,654.572
127,2022-01-18 02:04:40,74.2821,52.3204,64.5571,56.6995,52.4714,37.6593,39.0489,38.6067,36.8385,27.0285,26.9544,26.9445,18.1113,50.0615,0.459891,657.248,656.178,655.642
128,2022-01-18 02:05:00,74.4333,52.3204,64.5571,56.6995,52.4714,37.7225,39.112,38.6067,36.8385,27.0063,26.9469,26.9815,19.1816,50.0294,0.460577,656.285,654.144,655.857
129,2022-01-18 02:05:20,74.4333,52.3204,64.5571,56.6995,52.4714,38.0382,39.4911,38.9225,37.1542,27.0013,26.9445,26.9815,19.8238,49.9921,0.460425,655.642,655.0,655.107
130,2022-01-18 02:05:40,74.5846,52.3204,64.5571,56.6995,52.4714,38.354,39.6807,39.3648,37.6593,27.031,26.9568,26.9519,21.1084,49.957,0.458823,657.997,656.82,655.214
131,2022-01-18 02:06:10,74.5846,52.3204,64.5571,56.6995,52.4714,37.7225,39.112,38.6067,36.8385,27.0161,26.9692,26.9914,19.6098,49.9852,0.459662,657.569,656.392,656.82
